Column1;name;serving_size;calories;total_fat;saturated_fat;cholesterol;sodium;choline;folate;folic_acid;niacin;pantothenic_acid;riboflavin;thiamin;vitamin_a;vitamin_a_rae;carotene_alpha;carotene_beta;cryptoxanthin_beta;lutein_zeaxanthin;lucopene;vitamin_b12;vitamin_b6;vitamin_c;vitamin_d;vitamin_e;tocopherol_alpha;vitamin_k;calcium;copper;irom;magnesium;manganese;phosphorous;potassium;selenium;zink;protein;alanine;arginine;aspartic_acid;cystine;glutamic_acid;glycine;histidine;gluten;isoleucine;leucine;lysine;methionine;phenylalanine;proline;serine;threonine;tryptophan;tyrosine;valine;carbohydrate;fiber;sugars;fructose;galactose;glucose;lactose;maltose;sucrose;fat;saturated_fatty_acids;monounsaturated_fatty_acids;polyunsaturated_fatty_acids;fatty_acids_total_trans;alcohol;ash;caffeine;theobromine;water
697;Poultry salad sandwich spread;100 g;200;14g;3.5g;30mg;653.00 mg;49.6 mg;5.00 mcg;0.00 mcg;1.669 mg;0.270 mg;0.071 mg;0.024 mg;140.00 IU;42.00 mcg;0.00 mcg;0.00 mcg;0.00 mcg;0.00 mcg;0;0.38 mcg;0.110 mg;1.0 mg;8.00 IU;2.20 mg;2.20 mg;0.0 mcg;10.00 mg;0.030 mg;0.61 mg;10.00 mg;0.009 mg;33.00 mg;183.00 mg;10.9 mcg;1.04 mg;11.64 g;0.713 g;0.779 g;1.085 g;0.141 g;1.789 g;0.722 g;0.347 g;0;0.584 g;0.880 g;1.010 g;0.320 g;0.455 g;0.551 g;0.466 g;0.497 g;0.130 g;0.412 g;0.589 g;7.41 g;0.0 g;0.00 g;0;0;0;0;0;0;13.52 g;3.450 g;3.250 g;6.220 g;30.00 mg;0.0 g;1.26 g;0.00 mg;0.00 mg;66.17 g
706;HOUSE FOODS Premium Firm Tofu;100 g;85;4.2g;0.7g;0;33.00 mg;0;0;0;0;0;0;0;0.00 IU;0;0;0;0;0;0;0;0;1.1 mg;0;0;0;0;149.00 mg;0;1.69 mg;0;0;0;0;0;0;10.92 g;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.97 g;0.9 g;0.40 g;0;0;0;0;0;0;4.19 g;0.710 g;0.970 g;2.510 g;0.00 mg;0;1.05 g;0;0;82.87 g
762;Pulled pork in barbecue sauce;100 g;168;4.4g;1.4g;35mg;666.00 mg;44.5 mg;2.00 mcg;0.00 mcg;3.032 mg;0.814 mg;0.128 mg;0.166 mg;264.00 IU;13.00 mcg;46.00 mcg;126.00 mcg;19.00 mcg;90.00 mcg;0;0.41 mcg;0.248 mg;0.2 mg;8.00 IU;0.89 mg;0.89 mg;1.4 mcg;44.00 mg;0.097 mg;1.24 mg;22.00 mg;0.090 mg;161.00 mg;305.00 mg;27.6 mcg;1.85 mg;13.19 g;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;18.74 g;1.2 g;15.20 g;5.46 g;0.00 g;6.36 g;0.00 g;0.00 g;3.38 g;4.42 g;1.416 g;1.813 g;0.757 g;35.00 mg;0.0 g;2.65 g;0.00 mg;0.00 mg;60.99 g
799;Orange Pineapple Juice Blend;100 g;51;0.1g;;0;4.00 mg;3.8 mg;10.00 mcg;0.00 mcg;0.173 mg;0;0.025 mg;0.040 mg;17.00 IU;1.00 mcg;3.00 mcg;5.00 mcg;9.00 mcg;14.00 mcg;0;0.00 mcg;0.061 mg;40.7 mg;0.00 IU;0.07 mg;0.07 mg;0.1 mcg;8.00 mg;0.034 mg;0.18 mg;10.00 mg;0.378 mg;11.00 mg;150.00 mg;0.1 mcg;0.06 mg;0.41 g;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.20 g;0.2 g;10.57 g;0;0;0;0;0;0;0.08 g;0.011 g;0.009 g;0.024 g;0.00 mg;0.0 g;0.35 g;0.00 mg;0.00 mg;87.24 g
862;HEALTHY REQUEST Tomato juice;100 g;21;0g;;0;198.00 mg;0;0;0;0;0;0;0;2058.00 IU;0;0;0;0;0;0;0;0;29.6 mg;0;5.56 mg;5.56 mg;0;8.00 mg;0;0.00 mg;0;0;0;206.00 mg;0;0;0.82 g;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.53 g;0.8 g;3.70 g;0;0;0;0;0;0;0.00 g;0.000 g;0.000 g;0.000 g;0.00 mg;0;0.95 g;0;0;93.70 g
886;SILK Black Cherry soy yogurt;100 g;88;1.2g;;0;12.00 mg;0;0;0;0;0;0;0;0.00 IU;0;0;0;0;0;0;0;0;17.6 mg;0;0;0;0;176.00 mg;0;0.64 mg;0;0;0;0;0;0;2.35 g;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;17.06 g;0.6 g;11.76 g;0;0;0;0;0;0;1.18 g;0.000 g;0;0;0.00 mg;0;1.24 g;0;0;78.18 g
938;SILK French Vanilla Creamer;100 g;133;6.7g;;0;67.00 mg;0;0;0;0;0;0;0;0.00 IU;0;0;0;0;0;0;0;0;0.0 mg;0;0;0;0;0.00 mg;0;0.00 mg;0;0;0;0;0;0;0.00 g;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;20.00 g;0.0 g;20.00 g;0;0;0;0;0;0;6.67 g;0.000 g;0;0;0.00 mg;0;0.38 g;0;0;72.95 g
947;HORMEL Canadian Style Bacon;100 g;122;4.9g;1.8g;49mg;1016.00 mg;0;0;0;0;0;0;0;0.00 IU;0;0;0;0;0;0;0;0;1.4 mg;0;0;0;0;6.00 mg;0.100 mg;0.90 mg;19.00 mg;0;0;279.00 mg;0;1.80 mg;16.88 g;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1.87 g;0;1.43 g;0;0;0;0;0;0;4.94 g;1.830 g;2.490 g;0.620 g;49.00 mg;0;3.36 g;0;0;72.95 g
952;Ham and cheese loaf or roll;100 g;241;19g;7g;58mg;1000.00 mg;66.3 mg;3.00 mcg;0.00 mcg;3.452 mg;0.520 mg;0.187 mg;0.601 mg;0.00 IU;0.00 mcg;0.00 mcg;0.00 mcg;0.00 mcg;0.00 mcg;0;0.81 mcg;0.260 mg;0.0 mg;44.00 IU;0.27 mg;0.27 mg;0.0 mcg;58.00 mg;0.080 mg;0.91 mg;16.00 mg;0;253.00 mg;294.00 mg;34.6 mcg;2.00 mg;13.60 g;0.911 g;1.119 g;1.552 g;0.235 g;2.626 g;0.748 g;0.677 g;1;0.754 g;1.353 g;1.508 g;0.439 g;0.691 g;0.787 g;0.672 g;0.719 g;0.207 g;0.560 g;0.802 g;4.00 g;0.0 g;0.00 g;0;0;0;0;0;0;18.70 g;6.966 g;8.590 g;2.022 g;58.00 mg;0.0 g;3.40 g;0.00 mg;0.00 mg;60.30 g
1056;SILK Strawberry soy yogurt;100 g;94;1.2g;;0;15.00 mg;0;0;0;0;0;0;0;0.00 IU;0;0;0;0;0;0;0;0;17.6 mg;0;0;0;0;176.00 mg;0;0.64 mg;0;0;0;0;0;0;2.35 g;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;18.24 g;0.6 g;12.94 g;0;0;0;0;0;0;1.18 g;0.000 g;0;0;0.00 mg;0;1.24 g;0;0;77.00 g
1062;Ice cream cookie sandwich;100 g;240;7.4g;1.7g;6mg;162.00 mg;8.0 mg;5.00 mcg;0.00 mcg;0.237 mg;0.115 mg;0.030 mg;0.030 mg;122.00 IU;37.00 mcg;0.00 mcg;0.00 mcg;0.00 mcg;6.00 mcg;0;0.01 mcg;0.028 mg;0.0 mg;0.00 IU;0.40 mg;0.40 mg;1.3 mcg;73.00 mg;0.106 mg;1.10 mg;16.00 mg;0.225 mg;54.00 mg;68.00 mg;3.1 mcg;0.32 mg;3.70 g;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39.60 g;1.2 g;21.30 g;0;0;0;0;0;0;7.40 g;1.663 g;4.150 g;0.847 g;6.00 mg;0.0 g;0.55 g;6.00 mg;42.00 mg;48.70 g
1096;Campbell's Pork and Beans;100 g;108;1.2g;0.4g;4mg;338.00 mg;0;0;0;0;0;0;0;0.00 IU;0;0;0;0;0;0;0;0;0.0 mg;0;0;0;0;31.00 mg;0;1.11 mg;0;0;0;0;0;0;4.62 g;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.23 g;5.4 g;6.15 g;0;0;0;0;0;0;1.15 g;0.385 g;0;0;4.00 mg;0;1.30 g;0;0;73.70 g
1139;Rice and Wheat cereal bar;100 g;409;9.1g;;0;500.00 mg;22.4 mg;15.00 mcg;0.00 mcg;9.091 mg;0.064 mg;0.773 mg;0.682 mg;0.00 IU;0.00 mcg;0.00 mcg;0.00 mcg;0.00 mcg;0.00 mcg;0;0.00 mcg;0.909 mg;0.0 mg;0.00 IU;2.94 mg;2.94 mg;1.2 mcg;31.00 mg;0.185 mg;2.56 mg;46.00 mg;1.407 mg;136.00 mg;143.00 mg;24.9 mcg;1.78 mg;9.09 g;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;72.73 g;1.8 g;31.80 g;0;0;0;0;0;0;9.09 g;0.000 g;6.567 g;2.049 g;0.00 mg;0.0 g;1.60 g;0.00 mg;0.00 mg;7.50 g
1144;SILK Raspberry soy yogurt;100 g;88;1.2g;;0;15.00 mg;0;0;0;0;0;0;0;0.00 IU;0;0;0;0;0;0;0;0;17.6 mg;0;0;0;0;176.00 mg;0;0.64 mg;0;0;0;0;0;0;2.35 g;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;17.65 g;0.6 g;12.94 g;0;0;0;0;0;0;1.18 g;0.000 g;0;0;0.00 mg;0;1.24 g;0;0;77.59 g
1145;SILK Blueberry soy yogurt;100 g;88;1.2g;;0;15.00 mg;0;0;0;0;0;0;0;0.00 IU;0;0;0;0;0;0;0;0;17.6 mg;0;0;0;0;176.00 mg;0;0.64 mg;0;0;0;0;0;0;2.35 g;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;17.06 g;0.6 g;12.35 g;0;0;0;0;0;0;1.18 g;0.000 g;0;0;0.00 mg;0;1.24 g;0;0;78.18 g
1231;SILK Key Lime soy yogurt;100 g;88;1.2g;;0;15.00 mg;0;0;0;0;0;0;0;0.00 IU;0;0;0;0;0;0;0;0;17.6 mg;0;0;0;0;176.00 mg;0;0.64 mg;0;0;0;0;0;0;2.35 g;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;17.65 g;0.6 g;12.35 g;0;0;0;0;0;0;1.18 g;0.000 g;0;0;0.00 mg;0;1.24 g;0;0;77.59 g
1265;Octopus (Alaska Native);100 g;56;0.8g;0.2g;41mg;0;0;0;0;2.000 mg;0;0.040 mg;0.030 mg;0.00 IU;0;0;0;0;0;0;0;0;0.0 mg;0;0;0;0;35.00 mg;0.370 mg;4.90 mg;0;0.021 mg;158.00 mg;0;0;1.43 mg;12.30 g;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00 g;0;0;0;0;0;0;0;0;0.80 g;0.200 g;0;0.200 g;41.00 mg;0;1.50 g;0;0;84.00 g
1339;Chickpea flour (besan);100 g;387;6.7g;0.7g;0;64.00 mg;0;437.00 mcg;0.00 mcg;1.762 mg;0.606 mg;0.106 mg;0.486 mg;41.00 IU;2.00 mcg;0.00 mcg;25.00 mcg;0.00 mcg;0.00 mcg;0;0.00 mcg;0.492 mg;0.0 mg;0.00 IU;0.83 mg;0.83 mg;9.1 mcg;45.00 mg;0.912 mg;4.86 mg;166.00 mg;1.600 mg;318.00 mg;846.00 mg;8.3 mcg;2.81 mg;22.39 g;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57.82 g;10.8 g;10.85 g;0;0;0;0;0;0;6.69 g;0.693 g;1.504 g;2.983 g;0.00 mg;0.0 g;2.82 g;0.00 mg;0.00 mg;10.28 g
1368;Soy sauce made from soy (tamari);100 g;60;0.1g;;0;5586.00 mg;38.4 mg;18.00 mcg;0.00 mcg;3.951 mg;0.376 mg;0.152 mg;0.059 mg;0.00 IU;0.00 mcg;0.00 mcg;0.00 mcg;0.00 mcg;0.00 mcg;0;0.00 mcg;0.200 mg;0.0 mg;0.00 IU;0.00 mg;0.00 mg;0.0 mcg;20.00 mg;0.135 mg;2.38 mg;40.00 mg;0.499 mg;130.00 mg;212.00 mg;0.8 mcg;0.43 mg;10.51 g;0.536 g;0.405 g;0.882 g;0.107 g;2.411 g;0.435 g;0.215 g;0;0.487 g;0.735 g;0.731 g;0.167 g;0.534 g;0.806 g;0.483 g;0.407 g;0.181 g;0.342 g;0.524 g;5.57 g;0.8 g;1.70 g;0;0;0;0;0;0;0.10 g;0.011 g;0.017 g;0.044 g;0.00 mg;0.0 g;17.82 g;0.00 mg;0.00 mg;66.00 g
1419;Chocolate-flavored hazelnut spread;100 g;541;30g;28g;0;41.00 mg;17.6 mg;14.00 mcg;0.00 mcg;0.427 mg;0.357 mg;0.170 mg;0.085 mg;3.00 IU;1.00 mcg;0.00 mcg;1.00 mcg;0.00 mcg;10.00 mcg;0;0.27 mcg;0.082 mg;0.0 mg;0.00 IU;4.96 mg;4.96 mg;1.9 mcg;108.00 mg;0.469 mg;4.38 mg;64.00 mg;0.868 mg;152.00 mg;407.00 mg;3.6 mcg;1.06 mg;5.41 g;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;62.16 g;5.4 g;54.05 g;0;0;0;0;0;0;29.73 g;28.423 g;0.000 g;0.000 g;0.00 mg;0.0 g;1.44 g;7.00 mg;230.00 mg;1.07 g
1458;Reddi Wip Fat Free Whipped Topping;100 g;149;5g;2.9g;16mg;72.00 mg;0.0 mg;17.00 mcg;0.00 mcg;0.364 mg;0;0.619 mg;0.148 mg;175.00 IU;49.00 mcg;0.00 mcg;9.00 mcg;0.00 mcg;0.00 mcg;0;1.48 mcg;0.123 mg;0.0 mg;0.00 IU;0.09 mg;0.09 mg;0.3 mcg;108.00 mg;0.019 mg;0.03 mg;8.00 mg;0;68.00 mg;108.00 mg;3.0 mcg;0.31 mg;3.00 g;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;25.00 g;0.4 g;16.00 g;0;0;0;0;0;0;5.00 g;2.869 g;1.250 g;0.299 g;16.00 mg;0.0 g;0.56 g;0.00 mg;0.00 mg;66.44 g
1654;SILK Banana-Strawberry soy yogurt;100 g;88;1.2g;;0;15.00 mg;0;0;0;0;0;0;0;0.00 IU;0;0;0;0;0;0;0;0;17.6 mg;0;0;0;0;176.00 mg;0;0.64 mg;0;0;0;0;0;0;2.35 g;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;17.06 g;0.6 g;10.59 g;0;0;0;0;0;0;1.18 g;0.000 g;0;0;0.00 mg;0;1.24 g;0;0;78.18 g
1661;Oven-roasted chicken breast roll;100 g;134;7.7g;2.5g;39mg;883.00 mg;0;3.00 mcg;0.00 mcg;6.536 mg;0.565 mg;0.062 mg;0.043 mg;0.00 IU;0.00 mcg;0.00 mcg;0.00 mcg;0.00 mcg;0.00 mcg;0;0.24 mcg;0.298 mg;0.0 mg;0;0.07 mg;0.07 mg;0.5 mcg;6.00 mg;0.069 mg;0.32 mg;17.00 mg;0.017 mg;121.00 mg;324.00 mg;11.7 mcg;0.65 mg;14.59 g;0.873 g;0.928 g;1.301 g;0.198 g;2.112 g;1.034 g;0.419 g;0;0.711 g;1.048 g;1.167 g;0.382 g;0.562 g;0.750 g;0.520 g;0.597 g;0.160 g;0.461 g;0.702 g;1.79 g;0.0 g;0.43 g;0;0;0;0;0;0;7.65 g;2.480 g;2.816 g;1.456 g;39.00 mg;0.0 g;2.99 g;0.00 mg;0.00 mg;72.98 g
1712;Cheesecake commercially prepared;100 g;321;23g;9.9g;55mg;438.00 mg;45.9 mg;18.00 mcg;3.00 mcg;0.195 mg;0.571 mg;0.193 mg;0.028 mg;547.00 IU;159.00 mcg;0.00 mcg;34.00 mcg;2.00 mcg;62.00 mcg;0;0.17 mcg;0.052 mg;0.4 mg;18.00 IU;0.56 mg;0.56 mg;4.4 mcg;51.00 mg;0.020 mg;0.63 mg;11.00 mg;0.140 mg;93.00 mg;90.00 mg;5.2 mcg;0.51 mg;5.50 g;0.252 g;0.251 g;0.406 g;0.071 g;1.022 g;0.221 g;0.133 g;0;0.281 g;0.464 g;0.372 g;0.136 g;0.258 g;0.481 g;0.307 g;0.222 g;0.064 g;0.222 g;0.314 g;25.50 g;0.4 g;21.80 g;0;0;0;0;0;0;22.50 g;9.921 g;8.634 g;1.602 g;55.00 mg;0.0 g;0.90 g;0.00 mg;0.00 mg;45.60 g
1934;Vegetarian meatloaf or patties;100 g;197;9g;1.4g;0;550.00 mg;73.1 mg;78.00 mcg;0.00 mcg;10.000 mg;0;0.600 mg;0.900 mg;0.00 IU;0.00 mcg;0.00 mcg;0.00 mcg;0.00 mcg;0.00 mcg;0;2.40 mcg;1.200 mg;0.0 mg;0.00 IU;1.73 mg;1.73 mg;0.0 mcg;29.00 mg;0.706 mg;2.10 mg;18.00 mg;0;344.00 mg;180.00 mg;0.8 mcg;1.80 mg;21.00 g;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.00 g;4.6 g;1.20 g;0;0;0;0;0;0;9.00 g;1.425 g;2.188 g;4.666 g;0.00 mg;0.0 g;4.00 g;0.00 mg;0.00 mg;58.00 g
2008;HOUSE FOODS Premium Soft Tofu;100 g;59;2.7g;0.5g;0;34.00 mg;0;0;0;0;0;0;0;34.00 IU;0;0;0;0;0;0;0;0;0.9 mg;0;0;0;0;78.00 mg;0;1.53 mg;0;0;0;0;0;0;6.38 g;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2.19 g;0.8 g;0.53 g;0;0;0;0;0;0;2.71 g;0.480 g;0.630 g;1.610 g;0.00 mg;0;0.64 g;0;0;88.08 g
2297;Chilchen (Red Berry Beverage) (Navajo);100 g;44;0.6g;0.1g;0;15.00 mg;0;8.00 mcg;0;0.248 mg;0.030 mg;0.015 mg;0.020 mg;0;0;0;0;0;0;0;0;0.033 mg;0;0;0.00 mg;0.00 mg;0.0 mcg;7.00 mg;0.019 mg;0.95 mg;9.00 mg;0.074 mg;23.00 mg;28.00 mg;0;0.19 mg;0.81 g;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.68 g;0;2.60 g;0.74 g;0.00 g;0.60 g;0.00 g;0.11 g;1.15 g;0.63 g;0.075 g;0.135 g;0.151 g;0;0;0.20 g;0;0;89.69 g
2383;Ascidians (tunughnak) (Alaska Native);100 g;20;0.5g;0.1g;7mg;656.00 mg;0;0;0;0.000 mg;0;0.200 mg;0.000 mg;0.00 IU;0;0;0;0;0;0;0;0;0.0 mg;0;0;0;0;47.00 mg;0;3.30 mg;0;0;0;102.00 mg;0;0;3.80 g;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00 g;0;0;0;0;0;0;0;0;0.50 g;0.100 g;0.120 g;0.200 g;7.00 mg;0;3.10 g;0;0;90.40 g
2471;SILK Vanilla soy yogurt (family size);100 g;79;1.8g;0.2g;0;13.00 mg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0 mg;53.00 IU;0;0;0;132.00 mg;0;0.48 mg;0;0;0;0;0;0;2.64 g;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;13.66 g;0.4 g;10.57 g;0;0;0;0;0;0;1.76 g;0.220 g;0;0;0.00 mg;0;1.24 g;0;0;80.70 g
2568;CAMPBELL'S Homestyle Minestrone Soup;100 g;41;0.4g;;0;322.00 mg;0;0;0;0;0;0;0;612.00 IU;0;0;0;0;0;0;0;0;0.0 mg;0;0;0;0;16.00 mg;0;0.44 mg;0;0;0;0;0;0;1.63 g;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.35 g;1.6 g;2.45 g;0;0;0;0;0;0;0.41 g;0.000 g;0;0;0.00 mg;0;1.90 g;0;0;88.30 g
2791;Wonton wrappers (includes egg roll wrappers);100 g;291;1.5g;0.3g;9mg;572.00 mg;0;86.00 mcg;69.00 mcg;5.424 mg;0.025 mg;0.378 mg;0.519 mg;14.00 IU;4.00 mcg;0;0;0;0;0;0.02 mcg;0.030 mg;0.0 mg;0;0;0;0;47.00 mg;0.147 mg;3.36 mg;20.00 mg;0.638 mg;81.00 mg;82.00 mg;28.2 mcg;0.71 mg;9.80 g;0.307 g;0.348 g;0.413 g;0.221 g;3.384 g;0.336 g;0.209 g;1;0.369 g;0.684 g;0.204 g;0.176 g;0.486 g;1.134 g;0.483 g;0.268 g;0.114 g;0.273 g;0.417 g;57.90 g;1.8 g;0;0;0;0;0;0;0;1.50 g;0.263 g;0.195 g;0.610 g;9.00 mg;0.0 g;1.90 g;0;0;28.80 g
2814;CAMPBELL'S Homestyle Butternut Squash Bisque;100 g;45;1.2g;0.8g;4mg;265.00 mg;0;0;0;0;0;0;0;204.00 IU;0;0;0;0;0;0;0;0;0.0 mg;0;0;0;0;8.00 mg;0;0.15 mg;0;0;0;0;0;0;0.41 g;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.76 g;0.4 g;4.90 g;0;0;0;0;0;0;1.22 g;0.816 g;0;0;4.00 mg;0;1.00 g;0;0;89.80 g
2954;KRAFT BREAKSTONE'S FREE Fat Free Sour Cream;100 g;91;1.3g;0.8g;9mg;72.00 mg;0;0;0;0;0;0;0;679.00 IU;0;0;0;0;0;0;0;0;1.2 mg;0;0;0;0;141.00 mg;0;0.05 mg;0;0;116.00 mg;219.00 mg;0;0;4.70 g;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.10 g;0.0 g;7.20 g;0;0;0;0;0;0;1.30 g;0.800 g;0;0;9.00 mg;0;1.20 g;0;0;77.70 g
3106;CAMPBELL'S Homestyle Vegetable Medley Soup;100 g;37;0.2g;;0;322.00 mg;0;0;0;0;0;0;0;816.00 IU;0;0;0;0;0;0;0;0;0.0 mg;0;0;0;0;16.00 mg;0;0.29 mg;0;0;0;0;0;0;1.22 g;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7.35 g;1.2 g;3.27 g;0;0;0;0;0;0;0.20 g;0.000 g;0;0;0.00 mg;0;2.30 g;0;0;88.90 g
3213;Soy sauce made from soy and wheat (shoyu);100 g;53;0.6g;0.1g;0;5493.00 mg;18.3 mg;14.00 mcg;0.00 mcg;2.196 mg;0.297 mg;0.165 mg;0.033 mg;0.00 IU;0.00 mcg;0.00 mcg;0.00 mcg;0.00 mcg;0.00 mcg;0;0.00 mcg;0.148 mg;0.0 mg;0.00 IU;0.00 mg;0.00 mg;0.0 mcg;33.00 mg;0.043 mg;1.45 mg;74.00 mg;1.018 mg;166.00 mg;435.00 mg;0.5 mcg;0.87 mg;8.14 g;0.294 g;0.463 g;0.719 g;0.118 g;1.579 g;0.297 g;0.174 g;1;0.318 g;0.537 g;0.381 g;0.097 g;0.353 g;0.493 g;0.388 g;0.271 g;0.096 g;0.244 g;0.332 g;4.93 g;0.8 g;0.40 g;0.00 g;0.00 g;0.30 g;0.00 g;0.00 g;0.10 g;0.57 g;0.073 g;0.088 g;0.263 g;0.00 mg;0.0 g;15.21 g;0.00 mg;0.00 mg;71.15 g
3252;KRAFT BREAKSTONE'S Reduced Fat Sour Cream;100 g;152;12g;7.6g;50mg;59.00 mg;0;0;0;0;0;0;0;1053.00 IU;0;0;0;0;0;0;0;0;1.1 mg;0;0;0;0;161.00 mg;0;0.06 mg;0;0;110.00 mg;210.00 mg;0;0;4.50 g;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6.50 g;0.1 g;6.40 g;0;0;0;0;0;0;12.00 g;7.600 g;0;0;50.00 mg;0;0.80 g;0;0;76.20 g
3280;HORMEL Pillow Pak Sliced Turkey Pepperoni;100 g;243;12g;3.5g;123mg;1858.00 mg;0;4.00 mcg;0.00 mcg;0;0;0;0;49.00 IU;15.00 mcg;0.00 mcg;0.00 mcg;0.00 mcg;0.00 mcg;0;0;0;0.0 mg;0;0;0;0;26.00 mg;0.200 mg;2.70 mg;41.00 mg;0;0;449.00 mg;0;4.30 mg;30.99 g;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.78 g;0.0 g;0.00 g;0;0;0;0;0;0;11.52 g;3.520 g;4.650 g;3.320 g;123.00 mg;0.0 g;5.87 g;0.00 mg;0.00 mg;47.84 g
3467;CAMPBELL'S Homestyle Potato Broccoli Cheese Soup;100 g;65;3.7g;0.8g;2mg;265.00 mg;0;0;0;0;0;0;0;41.00 IU;0;0;0;0;0;0;0;0;1.0 mg;0;0;0;0;16.00 mg;0;0.29 mg;0;0;0;0;0;0;1.22 g;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6.94 g;1.2 g;1.22 g;0;0;0;0;0;0;3.67 g;0.816 g;0;0;2.00 mg;0;0.20 g;0;0;88.00 g
3471;Soy sauce made from hydrolyzed vegetable protein;100 g;60;0.5g;;0;6820.00 mg;27.5 mg;13.00 mcg;0.00 mcg;2.828 mg;0.269 mg;0.109 mg;0.042 mg;0.00 IU;0.00 mcg;0.00 mcg;0.00 mcg;0.00 mcg;0.00 mcg;0;0.00 mcg;0.143 mg;0.0 mg;0.00 IU;0.00 mg;0.00 mg;0.0 mcg;17.00 mg;0.041 mg;0.33 mg;29.00 mg;0.100 mg;94.00 mg;447.00 mg;0.8 mcg;0.23 mg;7.00 g;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7.84 g;0.5 g;1.30 g;0.00 g;0.00 g;0.70 g;0.00 g;0.60 g;0.00 g;0.51 g;0.040 g;0.060 g;0.147 g;0.00 mg;0.0 g;16.63 g;0.00 mg;0.00 mg;68.02 g
3522;KRAFT VELVEETA Pasteurized Process Cheese Spread;100 g;303;22g;14g;80mg;1499.00 mg;0;0;0;0;0;0.350 mg;0;1107.00 IU;0;0;0;0;0;0;0;0;0.2 mg;0;0;0;0;466.00 mg;0;0.18 mg;0;0;863.00 mg;335.00 mg;0;1.84 mg;16.30 g;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.80 g;0.0 g;8.10 g;0;0;0;0;0;0;22.00 g;14.400 g;0;0;80.00 mg;0;6.00 g;0;0;45.80 g
3559;McDONALD'S Bacon Ranch Salad with Crispy Chicken;100 g;122;6.3g;1.6g;22mg;273.00 mg;0;0;0;3.025 mg;0.561 mg;0.071 mg;0.060 mg;2485.00 IU;0;0;0;0;0;0;0;0;9.7 mg;0;0;0;0;46.00 mg;0;0.61 mg;0;0;0;0;0;0;8.82 g;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.08 g;1.0 g;1.53 g;0;0;0;0;0;0;6.30 g;1.622 g;2.467 g;1.619 g;22.00 mg;0;1.41 g;0;0;77.38 g
3620;CAMPBELL'S Homestyle Italian-Style Wedding Soup;100 g;49;1.4g;0.6g;6mg;322.00 mg;0;0;0;0;0;0;0;204.00 IU;0;0;0;0;0;0;0;0;0.0 mg;0;0;0;0;16.00 mg;0;0.44 mg;0;0;0;0;0;0;2.86 g;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.12 g;0.8 g;1.22 g;0;0;0;0;0;0;1.43 g;0.612 g;0;0;6.00 mg;0;0.60 g;0;0;89.20 g
